Product,Projected Pillar,pricingdate,Validated Value Projected CV,Outlier,is Auction Date
bond,25Y,9/13/2025,3.5904,0.0,1
future,15Y,7/5/2023,46.8586,0.0,1
future,20Y,10/23/2025,72.8974,0.0,1
irdswap,1M,4/25/2023,88.9862,,0
irdswap,25Y,1/23/2024,2.5172,,0
irdswap,100Y,7/17/2025,34.7425,,1
irdswap,30Y,4/20/2024,3.1961,,0
irdswap,15Y,12/17/2023,90.6421,,0
irdswap,1W,4/25/2024,6.3086,,0
bond,10Y,9/19/2024,59.8559,0.0,1
irdswap,2Y,6/16/2023,42.2301,,1
irdswap,3M,6/16/2023,21.7815,,1
irdswap,30Y,8/29/2024,72.1993,,0
future,100Y,2/24/2025,42.512,0.0,0
bond,100Y,3/14/2024,89.1915,0.0,1
bond,20Y,8/18/2024,45.8886,0.0,1
future,3M,12/20/2025,61.6292,1.0,0
irdswap,40Y,6/16/2025,2.001,,1
future,100Y,1/21/2025,17.6561,0.0,1
irdswap,50Y,5/30/2024,11.0043,,0
bond,25Y,10/13/2024,44.0457,0.0,1
irdswap,10Y,5/30/2024,69.8043,,0
bond,2Y,6/2/2023,33.4799,0.0,1
future,1M,4/17/2023,45.2071,0.0,0
bond,30Y,6/19/2025,71.9452,0.0,0
bond,15Y,6/10/2024,49.7261,0.0,1
future,30Y,4/25/2023,57.3324,0.0,0
irdswap,10Y,11/16/2024,1.9087,,1
future,40Y,5/28/2023,41.5524,0.0,1
future,1M,7/1/2023,63.0848,0.0,1
future,3M,3/23/2024,78.7547,0.0,0
bond,40Y,7/1/2023,74.3588,1.0,1
bond,100Y,5/5/2025,33.9467,0.0,1
bond,30Y,4/25/2025,83.4753,1.0,1
bond,1W,10/30/2025,16.8544,0.0,1
irdswap,30Y,8/18/2024,82.3634,,0
future,3M,4/17/2023,24.792,0.0,1
irdswap,3M,2/9/2023,72.004,,0
future,10Y,7/30/2024,38.3832,0.0,1
future,15Y,6/17/2025,39.8969,0.0,0
irdswap,40Y,12/28/2023,13.6324,,0
irdswap,1Y,11/15/2024,24.3284,,0
future,10Y,12/14/2025,33.1754,0.0,1
bond,100Y,11/14/2023,83.709,0.0,1
bond,25Y,9/19/2024,88.3474,1.0,1
future,1Y,11/9/2023,61.2917,0.0,1
bond,1M,10/3/2025,31.3823,0.0,1
bond,15Y,5/5/2023,68.2361,0.0,0
future,10Y,7/20/2023,29.4749,1.0,0
future,100Y,8/23/2024,40.803,1.0,1
bond,100Y,4/28/2024,67.0821,0.0,0
future,15Y,7/13/2024,27.1526,0.0,1
irdswap,100Y,1/26/2024,2.3391,,1
future,10Y,3/8/2025,29.6726,0.0,1
future,50Y,11/5/2024,82.6481,1.0,1
bond,50Y,4/20/2024,23.9842,0.0,0
future,1Y,4/20/2023,43.5244,0.0,0
future,50Y,1/14/2025,6.5949,1.0,1
irdswap,20Y,11/15/2024,40.9836,,0
future,25Y,5/2/2023,27.831,0.0,0
bond,2Y,3/16/2025,14.5916,0.0,0
irdswap,1M,5/5/2023,39.6048,,1
bond,50Y,5/5/2024,90.3154,0.0,1
irdswap,3M,4/9/2025,46.384,,1
bond,1W,6/11/2024,46.5377,0.0,0
future,3M,1/22/2025,82.1893,0.0,0
future,30Y,8/29/2024,49.0981,0.0,1
irdswap,25Y,3/16/2025,49.8067,,1
irdswap,3M,8/1/2025,42.3954,,1
future,100Y,4/25/2024,77.2701,0.0,1
bond,1W,2/1/2025,49.5554,0.0,0
bond,1Y,10/19/2023,8.8456,0.0,0
future,25Y,4/25/2025,93.9493,0.0,1
bond,100Y,2/9/2023,9.5012,0.0,0
irdswap,15Y,12/30/2024,4.8176,,1
irdswap,15Y,6/16/2025,86.4876,,1
future,30Y,6/17/2023,28.871,1.0,1
irdswap,1M,6/15/2025,93.9676,,1
bond,25Y,7/2/2023,35.0278,0.0,0
irdswap,1M,8/28/2024,94.2837,,1
bond,40Y,8/23/2024,70.9372,0.0,1
irdswap,40Y,3/23/2024,51.157,,1
future,100Y,12/7/2024,82.9302,0.0,1
irdswap,3M,7/28/2024,44.9151,,1
bond,100Y,11/9/2023,15.9517,0.0,0
future,40Y,9/5/2025,5.7001,0.0,1
irdswap,1M,2/2/2025,75.5971,,1
irdswap,1M,8/3/2023,50.7593,,0
bond,40Y,12/1/2024,36.4879,0.0,0
irdswap,50Y,9/21/2023,15.9515,,1
bond,15Y,2/27/2024,32.6462,0.0,0
future,100Y,12/15/2023,9.8224,0.0,1
bond,20Y,5/14/2023,54.9276,0.0,1
irdswap,50Y,1/20/2024,71.4585,,0
bond,2Y,3/21/2024,78.6808,0.0,1
irdswap,3M,6/29/2024,12.369,,0
irdswap,1Y,6/12/2023,84.6562,,1
bond,10Y,7/20/2024,76.0655,0.0,1
irdswap,1M,12/15/2023,84.6322,,1
irdswap,40Y,9/21/2025,43.804,,1
future,2Y,8/3/2024,3.9571,0.0,0
future,100Y,9/13/2025,63.4245,0.0,0
future,40Y,12/22/2024,36.162,0.0,1
future,3M,4/24/2024,78.5233,0.0,1
bond,40Y,9/19/2024,38.0812,0.0,0
irdswap,10Y,11/5/2024,60.4256,,0
irdswap,25Y,12/21/2025,50.4884,,0
irdswap,40Y,5/2/2023,63.9256,,0
irdswap,3M,1/26/2025,41.2161,,0
future,20Y,4/16/2023,50.5064,0.0,0
irdswap,1M,12/21/2025,21.9306,,1
future,1W,1/3/2025,46.7355,0.0,0
irdswap,40Y,11/4/2023,43.135,,1
bond,15Y,2/16/2024,42.8892,0.0,1
irdswap,1M,3/16/2025,0.5286,,1
future,1M,8/26/2024,92.8251,0.0,1
bond,10Y,4/9/2025,92.0039,0.0,0
irdswap,25Y,8/26/2024,31.0997,,1
future,15Y,9/5/2025,7.1882,0.0,0
future,2Y,7/1/2023,8.7022,0.0,1
irdswap,2Y,4/26/2024,83.3172,,0
future,10Y,1/26/2024,20.0363,0.0,1
bond,1M,4/26/2024,84.403,0.0,1
future,3M,12/1/2024,83.7951,0.0,0
bond,100Y,2/14/2024,15.3881,0.0,1
irdswap,15Y,2/19/2023,62.1961,,1
bond,1M,1/20/2024,20.1319,0.0,1
irdswap,30Y,9/14/2023,41.339,,1
future,30Y,1/6/2023,21.7183,0.0,0
bond,10Y,11/16/2024,56.8318,0.0,0
future,25Y,10/11/2024,94.9666,0.0,1
future,3M,5/5/2023,13.7169,1.0,1
future,50Y,4/25/2025,44.5526,0.0,0
future,2Y,4/25/2025,29.4609,0.0,0
bond,50Y,12/8/2023,33.9716,0.0,1
irdswap,15Y,4/28/2024,10.1368,,1
future,40Y,1/21/2025,94.3148,0.0,1
bond,15Y,4/25/2024,20.1185,0.0,0
irdswap,100Y,8/29/2024,29.6175,,0
irdswap,1W,4/4/2023,29.3045,,1
irdswap,20Y,3/14/2024,46.617,,0
future,3M,4/25/2024,2.3727,0.0,0
irdswap,1M,8/18/2024,15.5165,,1
bond,1M,7/28/2024,19.483,0.0,1
bond,1Y,7/10/2025,99.7018,0.0,1
irdswap,15Y,2/15/2025,97.4589,,0
future,1M,10/24/2023,8.8955,0.0,1
irdswap,30Y,1/17/2024,1.539,,0
irdswap,20Y,10/11/2025,59.0413,,0
bond,25Y,4/9/2025,63.3955,0.0,0
bond,1Y,3/10/2023,73.3832,0.0,0
irdswap,2Y,2/2/2023,39.9212,,0
bond,10Y,4/10/2025,47.779,0.0,1
future,25Y,9/21/2025,76.9519,0.0,1
bond,1W,4/2/2025,29.8557,0.0,1
bond,15Y,11/19/2024,36.4992,0.0,0
future,3M,6/17/2025,1.2471,0.0,0
irdswap,2Y,11/19/2024,65.1399,,1
future,1W,1/18/2023,71.8493,0.0,0
irdswap,50Y,2/25/2025,49.7051,,1
future,40Y,4/20/2024,20.4544,0.0,0
future,25Y,6/3/2024,17.6884,1.0,1
bond,1Y,4/29/2024,44.2216,0.0,0
bond,2Y,9/3/2024,26.8886,0.0,1
irdswap,30Y,10/16/2024,1.6531,,0
bond,40Y,6/16/2025,92.6131,0.0,1
future,20Y,5/11/2025,68.2785,1.0,0
future,40Y,12/31/2024,16.5217,1.0,1
bond,1W,10/28/2024,14.2648,0.0,1
irdswap,10Y,5/3/2025,85.5012,,1
bond,40Y,11/7/2023,8.394,0.0,0
future,3M,10/27/2023,79.5435,0.0,1
bond,1M,12/19/2023,93.5606,0.0,1
bond,30Y,5/5/2023,16.0788,0.0,1
bond,50Y,11/19/2024,55.489,0.0,0
irdswap,10Y,11/7/2023,79.4266,,1
bond,2Y,12/22/2024,17.3693,0.0,1
irdswap,100Y,10/19/2025,0.4556,,0
bond,20Y,5/7/2025,73.2136,0.0,0
irdswap,50Y,11/15/2023,39.3322,,0
bond,40Y,8/13/2024,52.0036,0.0,0
future,15Y,1/26/2023,10.1859,1.0,0
bond,15Y,5/6/2024,51.1897,0.0,1
irdswap,30Y,12/20/2025,39.1218,,1
irdswap,10Y,5/6/2024,68.8673,,0
bond,15Y,3/8/2025,30.7173,0.0,1
future,20Y,7/15/2024,19.4056,1.0,1
bond,100Y,1/21/2025,72.0817,0.0,0
bond,40Y,7/20/2023,73.8592,0.0,1
future,10Y,2/15/2025,51.582,0.0,1
irdswap,3M,3/23/2023,45.9228,,0
future,25Y,11/20/2025,90.4929,0.0,1
irdswap,25Y,5/6/2024,5.5518,,0
bond,30Y,2/9/2023,21.5598,0.0,1
irdswap,1M,12/30/2024,1.8965,,1
bond,100Y,12/21/2025,42.1207,0.0,1
irdswap,1Y,11/20/2025,47.7812,,0
future,30Y,3/18/2024,1.3784,0.0,1
irdswap,50Y,6/16/2023,39.8445,,1
bond,1W,8/6/2024,93.4403,0.0,0
irdswap,50Y,8/22/2024,40.3227,,0
future,3M,12/8/2023,38.6826,0.0,1
future,25Y,2/25/2025,22.3371,0.0,0
irdswap,15Y,9/22/2024,58.7354,,0
irdswap,1W,12/20/2025,57.0496,,0
irdswap,2Y,5/24/2025,43.2795,,1
irdswap,15Y,10/13/2024,96.0742,,1
bond,1Y,5/5/2025,90.1343,1.0,1
future,100Y,5/7/2025,2.2877,0.0,0
future,1M,12/24/2024,82.1147,0.0,1
bond,50Y,2/25/2025,45.7122,0.0,1
future,100Y,8/22/2024,70.7091,1.0,0
irdswap,1M,8/1/2025,14.7431,,0
future,100Y,8/3/2025,16.0767,0.0,0
irdswap,20Y,6/19/2025,56.1723,,0
bond,25Y,11/5/2024,78.1009,0.0,0
future,100Y,12/21/2025,34.2577,0.0,1
irdswap,1W,1/18/2023,98.7115,,1
irdswap,1W,10/3/2023,46.3476,,1
bond,3M,8/22/2024,12.9994,0.0,0
irdswap,100Y,10/11/2024,78.7644,,0
irdswap,3M,2/2/2025,98.2483,,0
future,1Y,10/27/2023,62.0206,0.0,1
bond,10Y,8/9/2025,63.08,0.0,1
bond,1W,8/29/2025,85.028,0.0,1
irdswap,3M,6/10/2024,36.3866,,1
bond,100Y,10/19/2023,90.3055,0.0,0
future,30Y,12/21/2023,13.2736,0.0,0
future,1Y,6/10/2024,22.2475,0.0,1
irdswap,30Y,12/17/2023,58.9869,,0
irdswap,10Y,2/9/2023,53.1695,,0
irdswap,40Y,12/30/2024,9.0152,,0
irdswap,3M,5/1/2025,45.5128,,0
irdswap,15Y,2/26/2025,38.9933,,0
future,1M,4/6/2024,9.7542,0.0,0
bond,20Y,8/22/2024,96.9459,0.0,1
irdswap,100Y,7/10/2025,98.0062,,0
future,50Y,10/11/2025,41.2669,0.0,0
future,40Y,2/9/2023,29.8211,0.0,1
irdswap,1Y,6/9/2024,41.0759,,0
bond,3M,4/25/2023,10.8242,0.0,1
future,20Y,7/5/2023,2.2627,0.0,0
bond,1W,6/3/2024,37.4007,0.0,1
bond,1W,12/21/2025,52.1641,0.0,0
future,15Y,2/25/2025,91.5736,0.0,0
irdswap,3M,1/21/2025,1.1595,,0
future,50Y,11/20/2025,55.895,0.0,1
irdswap,30Y,4/25/2023,17.916,,0
future,1Y,7/29/2024,20.6034,0.0,0
irdswap,100Y,5/13/2023,64.7893,,1
irdswap,30Y,7/30/2024,1.6943,,1
future,1M,9/19/2024,15.876,0.0,0
bond,3M,4/18/2024,78.0761,0.0,1
future,30Y,12/1/2024,55.6415,0.0,0
irdswap,2Y,2/1/2025,14.293,,1
future,50Y,3/14/2024,42.335,0.0,0
irdswap,30Y,8/29/2025,12.2667,,0
bond,50Y,6/10/2024,53.2179,0.0,0
irdswap,2Y,5/6/2024,72.431,,1
irdswap,3M,11/16/2024,97.8386,,0
irdswap,15Y,8/18/2024,74.7424,,0
future,10Y,11/14/2023,0.5668,0.0,1
bond,15Y,12/3/2024,42.4483,0.0,1
future,30Y,4/28/2024,97.0053,0.0,1
bond,40Y,10/3/2025,60.1287,0.0,1
future,30Y,12/8/2023,3.2956,0.0,0
irdswap,1Y,6/3/2023,8.5231,,0
bond,15Y,5/11/2025,54.8564,0.0,0
future,2Y,4/18/2024,64.2369,0.0,0
irdswap,30Y,10/11/2025,31.9923,,0
future,3M,11/13/2024,17.2127,0.0,1
bond,10Y,6/16/2023,14.3956,0.0,1
bond,10Y,2/1/2025,96.0949,0.0,1
bond,15Y,8/6/2024,67.6993,0.0,1
bond,100Y,2/18/2024,61.7523,0.0,0
bond,1M,12/12/2023,45.9098,0.0,0
bond,10Y,1/20/2024,40.5926,0.0,1
future,50Y,5/3/2025,87.4536,0.0,1
bond,100Y,12/13/2025,85.4177,0.0,1
irdswap,2Y,2/14/2024,25.3597,,0
bond,3M,1/17/2024,83.6148,0.0,1
future,15Y,12/13/2025,45.1854,0.0,0
irdswap,50Y,2/19/2024,67.9905,,1
future,25Y,8/26/2023,60.4559,0.0,1
bond,40Y,10/13/2024,63.3691,0.0,0
future,1W,8/23/2024,99.7468,0.0,0
irdswap,25Y,1/3/2025,42.1469,,0
future,15Y,5/2/2023,24.27,0.0,1
future,1W,5/2/2023,98.0391,0.0,1
irdswap,1W,8/26/2023,3.8417,,1
irdswap,2Y,9/29/2024,56.7864,,1
future,50Y,8/3/2024,64.0996,0.0,0
irdswap,1Y,4/4/2023,79.7253,,1
bond,20Y,9/5/2023,56.845,0.0,0
bond,2Y,6/12/2023,27.8312,0.0,1
irdswap,2Y,9/5/2025,2.5094,,0
irdswap,2Y,10/18/2025,20.1066,,1
future,10Y,3/5/2025,74.7429,0.0,0
irdswap,10Y,6/12/2023,81.3395,,0
irdswap,50Y,4/26/2024,84.0986,,1
irdswap,10Y,4/20/2024,26.8724,,0
future,3M,1/3/2025,81.5143,0.0,1
bond,50Y,4/28/2024,90.9484,0.0,0
irdswap,100Y,2/3/2024,57.9823,,0
future,30Y,12/4/2023,78.66,0.0,0
irdswap,30Y,8/9/2025,13.7455,,1
irdswap,20Y,3/18/2024,32.8167,,0
future,1M,2/16/2023,27.8191,0.0,0
bond,50Y,6/11/2024,0.8196,0.0,0
irdswap,2Y,8/12/2024,86.529,,0
future,1Y,3/18/2024,19.167,0.0,0
future,1M,11/15/2024,66.7737,0.0,1
bond,30Y,4/28/2025,47.7727,0.0,1
future,10Y,2/16/2023,32.0493,0.0,0
irdswap,1W,2/27/2025,29.4383,,1
irdswap,1W,11/4/2023,96.0044,,1
bond,1Y,3/11/2023,52.2446,0.0,1
irdswap,1M,7/5/2023,44.0341,,0
irdswap,1M,1/26/2024,37.9645,,0
bond,10Y,12/21/2025,82.8058,0.0,1
irdswap,25Y,2/14/2024,63.5931,,0
irdswap,50Y,4/10/2025,31.93,,1
irdswap,40Y,5/11/2025,20.7871,,1
irdswap,3M,11/1/2025,73.9393,,0
irdswap,2Y,5/1/2025,58.2413,,1
bond,30Y,10/30/2025,48.5586,0.0,0
bond,100Y,4/25/2025,36.3331,0.0,0
bond,3M,6/12/2023,18.0725,0.0,1
irdswap,50Y,2/15/2025,7.4753,,0
irdswap,40Y,11/5/2024,90.6816,,0
irdswap,50Y,7/30/2024,89.8066,,1
future,15Y,8/9/2025,98.9042,0.0,0
future,100Y,11/25/2025,91.2173,1.0,1
bond,1M,11/13/2024,43.1496,1.0,0
future,25Y,12/3/2024,7.1141,0.0,1
irdswap,25Y,6/22/2024,11.0114,,1
irdswap,25Y,1/6/2023,7.3783,,0
future,100Y,6/22/2024,57.4276,0.0,1
future,1Y,9/21/2025,45.0296,1.0,0
future,1W,8/22/2024,52.3711,0.0,1
irdswap,1M,8/3/2025,23.3075,,0
bond,3M,4/16/2023,91.1038,0.0,1
bond,15Y,7/2/2023,89.344,0.0,1
bond,15Y,10/27/2023,88.6019,0.0,0
bond,10Y,5/5/2024,1.1831,0.0,1
future,30Y,9/19/2024,27.6795,0.0,1
bond,20Y,7/11/2023,54.7323,1.0,1
irdswap,3M,4/16/2023,25.0693,,1
bond,1M,5/5/2025,65.9591,0.0,1
bond,1Y,1/6/2023,13.5643,0.0,0
irdswap,30Y,2/9/2023,64.8233,,1
irdswap,1W,1/26/2025,36.8659,,0
irdswap,1W,2/2/2025,96.6856,,1
bond,1W,1/18/2023,56.1305,0.0,1
irdswap,10Y,2/25/2025,60.9729,,0
bond,3M,3/16/2025,48.0307,0.0,0
bond,1M,1/12/2025,83.5,1.0,0
bond,30Y,3/23/2024,87.2356,0.0,1
future,10Y,12/9/2025,68.8021,0.0,0
irdswap,40Y,7/17/2025,50.6836,,1
irdswap,1M,10/3/2023,54.9331,,0
future,25Y,11/5/2024,78.5596,0.0,1
future,3M,10/13/2024,15.9355,0.0,0
irdswap,30Y,6/19/2025,86.6375,,1
irdswap,2Y,10/11/2025,7.2832,,0
bond,1Y,6/8/2025,65.8612,1.0,0
bond,1M,11/15/2024,16.442,0.0,0
future,30Y,2/24/2025,24.5695,0.0,1
bond,1M,9/5/2025,63.8715,0.0,0
bond,15Y,4/16/2023,86.7528,0.0,0
future,1M,10/3/2023,46.9813,0.0,1
future,1M,11/9/2023,84.6391,0.0,1
irdswap,30Y,9/18/2024,48.2379,,0
bond,50Y,7/2/2023,77.3713,0.0,1
future,1M,9/18/2024,10.1086,0.0,0
irdswap,20Y,12/3/2024,31.3651,,0
future,1W,12/24/2024,47.8929,0.0,0
irdswap,100Y,2/19/2023,67.8943,,1
bond,1Y,9/29/2024,86.2047,0.0,0
bond,10Y,2/3/2024,71.3491,0.0,0
irdswap,25Y,9/3/2024,71.1131,,0
bond,40Y,5/24/2025,67.8771,0.0,1
future,40Y,1/1/2023,47.856,0.0,1
bond,3M,9/19/2024,68.887,1.0,1
irdswap,1M,12/14/2025,6.2337,,1
bond,3M,4/6/2024,77.1405,0.0,0
irdswap,10Y,4/9/2025,40.7567,,1
irdswap,1Y,4/16/2023,55.8208,,0
bond,100Y,5/2/2023,14.8819,0.0,0
bond,50Y,2/14/2024,29.567,0.0,0
bond,25Y,11/25/2025,59.6876,0.0,1
bond,2Y,12/12/2023,21.1695,0.0,0
future,30Y,4/4/2025,56.4134,0.0,1
future,20Y,2/1/2025,35.8351,0.0,1
irdswap,20Y,10/27/2023,5.1146,,0
bond,10Y,7/1/2024,22.8624,1.0,1
bond,30Y,8/18/2024,99.9906,0.0,0
future,20Y,3/11/2023,78.2577,0.0,0
irdswap,15Y,4/29/2024,36.0743,,1
bond,3M,4/20/2023,21.4758,0.0,0
irdswap,2Y,12/31/2024,43.0261,,1
future,10Y,8/12/2024,38.1375,0.0,1
irdswap,1M,2/1/2025,73.3072,,0
irdswap,15Y,6/19/2025,1.8302,,0
bond,40Y,5/30/2024,71.0735,0.0,1
future,30Y,8/1/2024,60.5848,0.0,0
bond,30Y,5/11/2025,46.475,0.0,1
bond,20Y,12/12/2023,64.9417,0.0,1
irdswap,3M,1/1/2023,85.5471,,1
irdswap,2Y,1/22/2025,3.0982,,0
future,25Y,12/28/2023,39.2646,0.0,1
irdswap,3M,3/16/2024,42.632,,0
future,10Y,1/17/2024,69.7222,0.0,0
irdswap,1M,4/10/2025,20.6035,,1
irdswap,2Y,2/27/2025,85.7891,,1
irdswap,10Y,11/13/2024,52.5432,,0
future,40Y,8/3/2025,23.4497,0.0,1
future,1Y,9/3/2024,16.6771,0.0,0
future,30Y,10/19/2023,51.6384,0.0,0
future,15Y,6/19/2025,86.5191,0.0,1
future,1W,10/21/2025,24.8103,0.0,0
bond,3M,6/15/2025,24.6473,0.0,0
bond,1W,11/13/2024,94.2633,0.0,1
bond,2Y,6/16/2025,65.5648,0.0,0
irdswap,1W,2/19/2023,7.1435,,0
irdswap,2Y,12/21/2023,9.8273,,0
bond,40Y,6/15/2025,72.6076,0.0,1
future,100Y,8/26/2024,75.8942,0.0,0
bond,10Y,8/1/2025,76.0841,0.0,1
future,1M,4/26/2024,24.6343,0.0,1
bond,50Y,2/16/2024,82.7518,0.0,0
future,15Y,2/19/2024,50.9399,0.0,0
bond,40Y,12/17/2023,45.3652,0.0,1
irdswap,100Y,9/21/2023,20.549,,1
future,1W,7/1/2023,95.4006,0.0,1
future,20Y,8/6/2024,14.2219,0.0,1
future,50Y,10/3/2025,5.4587,0.0,1
bond,50Y,12/24/2024,35.205,1.0,0
bond,50Y,11/10/2025,95.0343,0.0,0
future,10Y,4/17/2023,68.5143,0.0,1
bond,3M,11/1/2025,75.0587,0.0,0
future,15Y,1/31/2024,96.5819,0.0,0
irdswap,25Y,8/6/2024,23.6019,,0
future,100Y,12/9/2025,2.9349,0.0,1
bond,100Y,4/20/2024,39.1594,0.0,0
future,10Y,2/19/2023,28.1846,0.0,0
bond,15Y,8/24/2024,94.8233,0.0,1
irdswap,1M,10/30/2024,41.1307,,0
irdswap,1M,1/20/2024,97.9472,,0
future,25Y,7/30/2024,30.4311,0.0,0
irdswap,15Y,6/9/2024,33.2216,,1
bond,20Y,1/26/2023,58.6943,0.0,0
bond,20Y,3/11/2023,43.9075,0.0,0
irdswap,20Y,9/21/2023,24.1396,,1
bond,2Y,4/25/2025,3.6969,0.0,0
irdswap,1Y,12/10/2023,77.7937,,1
irdswap,1M,10/27/2023,76.0363,,1
irdswap,15Y,3/10/2023,13.4467,,0
irdswap,3M,8/3/2025,50.0653,,0
bond,30Y,12/28/2023,14.0225,0.0,1
irdswap,50Y,12/14/2025,81.157,,1
irdswap,100Y,2/27/2025,5.8988,,1
bond,10Y,4/24/2024,92.6499,0.0,0
bond,1W,7/12/2025,43.3626,1.0,0
future,1Y,8/29/2024,30.1719,0.0,1
future,1W,8/26/2024,59.7349,0.0,0
future,15Y,12/30/2024,34.2015,0.0,0
bond,1Y,12/12/2023,92.6292,1.0,0
future,10Y,6/8/2025,13.9405,0.0,1
irdswap,10Y,10/11/2025,88.7315,,1
future,30Y,7/29/2024,79.2551,0.0,1
bond,1Y,1/18/2023,37.5263,0.0,1
irdswap,3M,4/11/2023,53.0821,,1
future,10Y,8/3/2023,73.7358,0.0,1
irdswap,15Y,5/28/2023,83.9917,,1
bond,3M,6/19/2025,33.6908,0.0,1
future,20Y,10/21/2025,88.3058,0.0,0
irdswap,100Y,8/1/2025,52.5998,,0
future,25Y,3/21/2024,11.8555,0.0,0
irdswap,1W,2/24/2025,58.8759,,0
future,40Y,8/23/2024,47.2344,0.0,0
irdswap,100Y,4/20/2023,90.0425,,1
bond,40Y,4/29/2024,23.2563,0.0,0
bond,40Y,4/28/2025,62.8952,0.0,1
future,100Y,6/12/2023,75.3436,0.0,0
irdswap,30Y,6/16/2025,29.9294,,0
future,1M,7/29/2024,6.3171,0.0,1
irdswap,40Y,2/3/2024,27.8219,,1
future,10Y,5/30/2024,18.8888,0.0,1
irdswap,30Y,1/6/2023,4.2859,,0
bond,30Y,5/2/2023,48.1163,1.0,1
bond,25Y,10/11/2025,43.6984,0.0,1
bond,50Y,7/15/2024,10.0898,0.0,1
bond,30Y,4/4/2025,29.7742,0.0,1
future,15Y,9/18/2024,75.3533,0.0,0
irdswap,50Y,12/22/2024,30.256,,1
future,1Y,1/18/2023,5.3938,0.0,0
future,1W,4/25/2024,38.5733,0.0,0
future,50Y,8/28/2024,23.817,0.0,1
future,100Y,6/16/2023,98.6056,0.0,0
irdswap,50Y,4/28/2025,71.2924,,1
bond,1W,3/5/2025,44.2887,0.0,1
bond,1W,12/20/2025,7.2814,1.0,0
irdswap,40Y,2/18/2024,70.0747,,1
future,15Y,2/2/2023,47.821,0.0,1
future,10Y,1/3/2025,88.3634,1.0,1
irdswap,3M,5/28/2023,93.5002,,1
bond,10Y,10/27/2023,70.666,0.0,1
bond,25Y,4/26/2024,81.4702,0.0,1
bond,20Y,11/7/2023,9.9734,0.0,1
bond,10Y,10/3/2025,19.065,0.0,1
irdswap,50Y,5/11/2025,85.4338,,0
future,15Y,11/15/2023,16.1171,0.0,0
bond,1M,12/21/2025,46.0181,0.0,0
future,2Y,12/14/2025,28.486,0.0,1
bond,2Y,7/5/2023,28.8428,1.0,0
irdswap,1W,4/9/2025,93.9954,,0
future,100Y,7/13/2024,50.3318,0.0,1
bond,1W,2/3/2024,16.2452,0.0,0
future,10Y,10/21/2025,46.5039,0.0,1
bond,40Y,6/9/2024,77.1011,0.0,1
future,1W,10/30/2025,14.1605,0.0,0
bond,50Y,11/9/2023,19.6546,0.0,1
bond,50Y,8/22/2024,49.3426,0.0,1
irdswap,25Y,1/20/2025,81.517,,1
irdswap,1M,3/2/2025,55.6416,,0
future,1Y,11/13/2024,9.7664,0.0,0
irdswap,15Y,2/16/2023,32.7063,,1
irdswap,50Y,6/9/2024,87.5101,,1
irdswap,3M,1/22/2025,45.7414,,0
future,1M,7/13/2024,29.1643,0.0,1
future,20Y,4/10/2025,85.1161,0.0,1
future,30Y,5/5/2023,70.3791,0.0,1
bond,30Y,7/17/2025,12.0475,0.0,0
future,25Y,3/10/2023,55.9813,0.0,0
irdswap,3M,12/1/2024,72.6542,,0
future,30Y,7/1/2023,62.6372,0.0,0
bond,30Y,1/23/2024,34.1613,0.0,1
irdswap,50Y,10/3/2023,55.1157,,1
irdswap,40Y,6/16/2023,35.2272,,1
irdswap,20Y,1/26/2023,71.7447,,0
irdswap,2Y,3/13/2025,47.0956,,1
irdswap,25Y,5/30/2024,51.3255,,0
future,15Y,4/4/2023,32.373,0.0,0
future,1Y,2/1/2025,10.5583,1.0,1
future,1W,5/14/2023,53.5584,1.0,1
irdswap,2Y,1/18/2023,55.6828,,0
bond,1W,6/12/2023,11.2973,0.0,0
irdswap,3M,11/5/2024,93.5845,,0
future,1W,12/1/2024,54.5755,0.0,1
future,1W,5/1/2025,0.5526,0.0,0
future,1M,6/8/2025,80.6434,1.0,1
irdswap,1Y,8/29/2025,34.9333,,1
irdswap,1W,3/5/2025,96.0309,,0
future,10Y,2/18/2024,32.7397,0.0,0
bond,25Y,2/24/2025,40.683,0.0,1
irdswap,30Y,1/23/2024,81.0534,,1
bond,25Y,4/4/2023,44.5531,0.0,1
irdswap,15Y,4/20/2023,80.9193,,0
irdswap,40Y,3/21/2024,41.6088,,0
irdswap,50Y,12/15/2023,85.2415,,1
irdswap,2Y,10/23/2025,76.0276,,1
bond,100Y,4/4/2023,62.4688,0.0,1
bond,50Y,5/3/2025,54.9445,1.0,1
future,1W,5/30/2024,55.4557,0.0,0
irdswap,25Y,3/11/2023,18.6355,,1
bond,30Y,2/2/2023,23.3317,0.0,0
bond,25Y,1/17/2024,84.1493,0.0,0
future,100Y,11/5/2024,69.5903,0.0,1
future,50Y,2/1/2025,0.1634,0.0,1
irdswap,100Y,1/3/2025,36.9251,,1
future,25Y,10/30/2024,24.2616,0.0,1
future,15Y,12/31/2024,9.2645,0.0,0
future,20Y,8/19/2024,15.5351,0.0,0
irdswap,100Y,4/24/2024,18.8893,,1
irdswap,100Y,3/18/2024,80.3592,,1
future,1W,8/12/2024,54.5089,0.0,0
bond,50Y,12/4/2023,89.1595,0.0,1
bond,20Y,6/16/2025,88.1734,0.0,0
irdswap,100Y,6/3/2023,76.6183,,1
bond,1M,6/3/2023,83.5046,1.0,1
irdswap,1Y,10/18/2025,37.3544,,0
